SRL_NO,AGENTBOOTH_BRANCH,REQ_LIMIT,LOAN_TENOR,INTEREST_RATE,PROPOSED_EMI,EXISTING_LOAN,OUTSTANDING_AMOUNT,EXT_LOAN_EMI,BUS_ASSETS,MONTHLY_INCOME,BUSINESS_AGE,CASH_IN_HAND,STOCK,RECEIVABLE,PAYABLE,YEARLY_SALES,NET_PROFIT_MARGIN,DEBT_BUR_RATIO,LOAN_TO_PRICE,DEBT_EQU_RATIO,OWNER_AGE,OWNER_PNW,GUARANTOR_AGE,GUARANTOR_PNW,ELIGIBILITY_PART1,ELIGIBILITY_PART2,CIB_STATUS,APPROVED
5534,2,0.5,24,12,0.024,0,0,0,0.134,0.118,21,0.12,2.5,0.483,0.21,14.208,9.9,20.2,18,16.5,59,11.827,46,10,4,14.5,1,1
5535,2,0.3,24,12,0.014,0,0,0,0.31,0.046,4,0.15,0.55,0.071,0.04,3.912,14,31.1,51.6,28.8,29,1.41,27,2,3,13,1,1
5537,2,0.7,36,10.5,0.023,0.095,0.095,0,0.3,0.077,4,0.12,0.914,0.22,0.095,6.481,14.2,29.8,67.4,48,42,3.825,35,2,4,12,1,1
5539,2,0.8,36,12,0.027,0,0,0,0.18,0.113,30,0.4,3.502,0.535,0.29,12,11.3,23.8,21.4,18.5,52,1.1,33,4,4,15,1,1
5540,2,0.3,24,12,0.014,0,0,0,0.141,0.035,5,0.2,0.388,0.245,0.028,3.187,16.4,32.8,49.6,31.7,29,2.364,40,4,3,13,1,1
5541,2,0.6,36,9,0.019,0.3,0.129,0.014,0.316,0.054,17,0.2,0.815,0.05,0.023,3.247,20,35.5,71.2,44.2,41,2.058,42,6,3,15,1,1
5542,1,0.5,24,12,0.024,0,0,0,0.03,0.058,9,0.08,0.9,0.5,0.105,5,13.9,40.9,38.6,35.6,39,6.775,39,4,3,14.5,1,1
5543,2,0.5,8,12,0.005,2.8,2.15,0.02,2.924,0.176,10,0.55,2.315,2.28,0.55,23.965,8.8,14.2,19.8,35.9,35,13.835,36,12,2,7.5,1,1
5545,2,0.5,24,15,0.025,0,0,0,0.45,0.096,0,0.2,1.68,1.078,0.225,9.496,12.2,25.4,19.7,15.7,37,4.961,35,4,4.5,13,1,1
5546,2,0.8,36,12,0.027,0,0,0,0.22,0.205,7,0.05,2.011,1.662,0.19,13.335,18.5,13.1,23,21.3,32,13.45,38,11,4,11.5,1,1
5547,2,0.3,24,12,0.014,0,0,0,0.04,0.075,19,0.01,0.533,0.054,0.037,5.57,16.1,19,54.5,50,37,1.85,42,1,5,14.5,1,1
5548,2,0.8,36,12,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,39,5,4,1.5,0,0
5549,2,0.5,24,12,0.024,0,0,0,0.25,0.048,6,0.2,1,0.1,0.04,2.81,20.5,49.4,47.2,33.1,43,2.61,32,3,0,7.5,1,1
5550,1,0.3,24,15,0.015,0,0,0,0.2,0.061,6,0.08,1.4,0.13,0.08,4.05,18,24.2,20.7,17.3,36,1.8,48,1,4,15,1,1
5551,1,0.3,24,12,0.014,0,0,0,0.2,0.05,6,0.2,0.95,0.35,0.15,5.4,11.1,28.5,26.1,19.4,29,3.25,34,3,3,14,1,1
5552,1,0.1,24,12,0.005,0,0,0,0.04,0.014,5,0.09,0.2,0.256,0.013,1.2,14.3,33.3,22.6,17.5,49,4.079,37,17,4,11,1,1
5553,2,0.8,36,12,0.027,0,0,0,0.19,0.12,4,0.065,1.65,0.832,0.22,11.902,12.1,22.3,35.4,31.8,32,12.1,36,5,2,13.5,1,1
5554,1,0.6,24,12,0.028,0,0,0,0.218,0.058,7,0.2,1.75,0.309,0.01,5.497,12.6,49.4,29.3,24.3,25,4.229,44,4,0,7,1,1
5555,2,0.8,36,12,0.027,1.2,0.793,0.032,0,0.104,11,0.2,2.47,0.439,0.16,34.018,3.7,56.4,29.1,54,37,5.029,35,2,4,14,1,1
5556,1,0.6,36,12,0.02,0,0,0,0.352,0.08,12,0.15,1.884,0.215,0.171,8.751,11,25.2,31.1,24.7,37,5.904,33,3,4,15,1,1
5557,2,0.6,24,12,0.028,0,0,0,0.244,0.127,1820,0.1,0.836,0.176,0.11,7.592,20.1,22.4,66.6,48.2,42,9.851,36,10,4,15,1,1
5560,2,0.8,36,12,0.027,0,0,0,0.09,0.098,13,0.07,3.685,2.669,0.706,11.603,10.1,27.3,14.2,13.8,33,8.364,42,8,3,11,1,1
5561,1,0.5,24,12,0.024,0,0,0,0.412,0.074,8,0.08,0.814,0.604,0.057,5.88,15,32.2,36.8,27,32,9.966,31,9,3,14.5,1,1
5563,2,0.8,36,12,0.027,1,0.635,0.024,0.44,0.071,11,0.25,1.25,0.471,0.025,7.38,11.5,38,47.2,33.5,49,13.063,39,13,4.5,15,1,1
5564,2,0.8,36,12,0.027,0,0,0,0.4,0.069,4,0.078,1.415,0.18,0.07,6.22,13.4,38.7,52.5,39.9,36,2.81,35,11,0,7.5,1,1
5565,2,0.8,36,12,0.027,0,0,0,0.176,0.066,29,0.08,1.63,0.25,0.335,5.56,14.2,40.9,51.8,44.4,57,9.03,44,2,5,15,1,1
5566,2,0.5,9,12,0.005,0.3,0.209,0.015,0.474,0.104,19,0.05,0.978,0.456,0.148,13.43,9.3,19,55.1,39.2,44,6.565,37,8,1,7.5,1,1
5567,1,0.6,36,15,0.021,0,0,0,0.53,0.059,9,0.4,1.02,0.226,0.04,5.007,14,35.9,49.8,28.1,33,8.31,33,5,4,14.5,1,1
5568,2,0.8,36,12,0.027,0.5,0.304,0,0.51,0.124,23,0.2,1.937,0.312,0.184,9.654,15.4,21.6,38.8,39.8,56,20.209,42,7,4,15,1,1
5569,2,0.8,18,12,0.049,0,0,0,0.374,0.149,15,0.1,2.938,4.755,0.69,16.503,10.8,33.1,11.4,10.7,37,1.27,40,4,3,15.5,1,1
5570,1,0.8,36,12,0.027,0,0,0,0.2,0.122,13,0.3,2.15,0.95,0.28,12.6,11.7,21.9,28.4,24.1,40,5.295,46,2,4.5,15,1,1
5571,2,0.8,36,15,0.028,0,0,0,0.35,0.065,10,0.1,1.85,0.22,0.15,9.6,8.2,43,41.7,33.8,46,7.05,39,7,4,11,1,0
5572,2,0.6,36,12,0.02,0,0,0,0.249,0.056,18,0.15,1.06,0.205,0.063,7.1,9.4,36.1,49.9,37.5,50,6.816,42,4,4,15,1,1
5573,2,0.8,36,12,0.027,0,0,0,1.1,0.141,19,0.12,3.76,0.82,0.45,15.52,10.9,18.9,19.4,15,52,6.5,48,51,3,14.5,1,1
5574,2,0.8,36,12,0.027,0.3,0.059,0.015,0.21,0.077,0,0.05,1.453,0.335,0.06,6.613,14,34.8,46.3,40.3,44,13.763,38,1,4,13,1,1
5575,2,0.3,3,12,0.003,0.5,0.276,0.015,1.155,0.066,7,0.3,2.401,0.043,0.065,8.994,8.8,27.2,24.2,15,31,3.943,43,27,0,7,1,1
5576,1,0.3,24,12,0.014,0.1,0.015,0.006,0.131,0.034,7,0.029,0.581,0.052,0.005,4.302,9.4,42.1,47.8,38.1,38,2.645,50,2,2,6.5,1,1
5577,1,0.3,24,12,0.014,0,0,0,0.294,0.037,8,0.082,0.789,0.362,0.123,5.075,8.8,38.4,29.2,21.3,32,0.425,31,4,3,13.5,1,1
5578,2,0.7,36,12,0.023,0,0,0,0.3,0.102,9,0.15,0.85,0.25,0.048,5.05,24.2,0,0,0,26,4.886,36,4,3,14,0,0
5580,1,0.8,36,12,0.027,0,0,0,0.15,0.095,12,0.2,1.75,0.1,0.35,12.5,9.1,28.2,53.3,43.2,42,3.91,27,2,4,14,1,1
5581,2,0.8,36,12,0.027,0,0,0,0.191,0.135,15,0.4,1.62,0.3,0.16,28.2,5.7,19.9,45.5,34,38,10.96,30,4,5,15,1,1
5582,2,0.8,30,12,0.031,0,0,0,0.029,0.147,13,0.2,2.063,3.474,0.73,16,11,21.3,16.6,15.9,40,6.832,42,5,4,15,1,1
5583,2,0.5,24,12,0.024,0,0,0,1.1,0.089,4,0.2,1.43,0.08,0.07,12.27,8.7,26.6,34.7,18.3,26,8.74,38,7,3,12.5,1,1
5584,2,0.3,24,12,0.014,0,0,0,0.08,0.05,11,0.1,0.83,0.1,0.06,3.85,15.5,28.6,34.5,28.6,29,3.72,33,3,3,13,1,1
5585,2,0.5,8,12,0.005,0.8,0.229,0.02,0.768,0.163,14,0.45,4.138,1.878,0.65,18.53,10.5,15.1,13.6,11.1,35,21.721,37,18,0,7.5,1,1
5586,1,0.5,24,12,0.024,0.5,0.279,0,0.308,0.064,8,0.05,1.185,0.76,0.35,7.547,10.2,37.2,31.3,25.6,24,2.809,40,1,3,9.5,1,1
5587,2,0.8,36,12,0.027,0,0,0,0.541,0.121,15,0.12,2.951,1.085,0.125,0.125,######,22.1,20.5,17.5,42,8.968,34,2,4,16,0,0
5588,2,0.8,36,12,0.027,0,0,0,0.189,0.065,5,0.22,1.043,0.27,0.125,5.6,13.9,41.4,67.3,50.1,30,2.976,37,2,3,13.5,1,1
5589,1,0.5,24,12,0.024,0,0,0,0.16,0.069,9,0.2,1.8,0.409,0.053,4.715,17.6,34.4,23.2,19.9,37,0,40,3,0,10.5,0,0
5590,1,0.5,24,12,0.024,0.3,0.105,0.014,0.03,0.071,29,0.05,0.7,0.23,0,6.5,13,33.6,53.8,49.5,55,6.592,43,11,2,7.5,1,1
5591,1,0.5,12,12,0.005,0,0,0,0.34,0.079,19,0.05,0.9,0.095,0,5,19.1,6.3,50.3,36.1,30,3.586,38,2,0,7.5,1,1
5592,2,0.5,24,12,0.024,0,0,0,1.02,0.085,8,0.1,0.12,0.08,0.012,1.626,62.7,27.9,266,38.2,36,2.92,32,14,2,15.5,1,0
5593,2,0.6,36,12,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3.45,32,1,2,12,0,0
5594,2,0.8,36,12,0.027,2.3,1.874,0.052,0.625,0.186,18,0.2,4.04,0.356,0.807,14.673,15.2,14.4,22.3,18.1,42,11.926,43,4,3.5,15,1,1
5595,1,0.3,24,12,0.014,0,0,0,0.22,0.035,6,0.046,0.75,0.22,0.02,4.444,9.5,40.5,31.6,24.7,49,4.923,42,2,4,14,0,0
5596,1,0.5,24,12,0.024,0,0,0,0.25,0.053,6,0.2,1,0.2,0.05,3.252,19.6,44.8,43.5,31.3,29,7.952,42,7,3,14,1,1
5597,1,0.7,24,12,0.033,0,0,0,0.52,0.117,18,0.15,1.72,0.58,0.385,6.03,23.2,28.5,36.6,27.1,46,16.725,38,7,4,15.5,0,0
5598,2,0.5,24,12,0.024,0,0,0,0.105,0.075,4,0.1,1.05,0.35,0.18,10.8,8.3,31.7,41,35.1,48,5.566,31,4,4,14,1,1
5599,1,0.5,24,12,0.024,0,0,0,0.68,0.052,12,0.85,1.25,0.45,0.22,4.55,13.7,45.8,33.8,16.6,39,11.29,34,6,4,15.5,0,0
5600,1,0.8,36,12,0.027,0.5,0.244,0.032,0.356,0.076,8,0.2,1.885,0.858,0.12,6.617,13.8,76.8,30.5,32.8,26,4.469,30,4,4,14.5,1,1
5601,2,0.8,36,12,0.027,0.6,0.175,0.019,0.132,0.085,9,0.055,2.511,0.47,0.125,9.333,10.9,54.3,36.4,34.1,44,3.343,49,2,0,4.5,1,1
5602,2,0.8,36,12,0.027,0,0,0,0.8,0.31,16,0.4,6.233,3.758,0.455,29.6,12.6,8.7,8.4,7.5,38,11.369,38,8,3,14,1,1
5603,2,0.2,24,12,0.009,0,0,0,0.22,0.033,5,0.15,0.27,0.06,0.02,3.41,11.7,28.6,64.5,29.4,26,0.93,40,3,3,11.5,1,1
5604,2,0.4,24,12,0.019,0,0,0,0.136,0.06,7,0.05,0.598,0.234,0.117,4.706,15.2,31.9,56,44.4,30,6.8,27,11,3,14.5,0,0
5607,2,0.4,24,12,0.019,0,0,0,0.4,0.044,6,0.15,0.748,0.15,0.09,4.68,11.3,43.1,49.5,29.5,46,3.698,41,46,4,14,1,1
5608,2,0.3,24,12,0.014,0,0,0,0.857,0.066,4,0.1,1.85,0.195,0.084,6.543,12.1,36,25.5,17.1,35,2.9,29,3,3,14,0,0
5609,2,0.8,30,12,0.031,0,0,0,0.502,0.118,24,0.13,3.034,0.456,0.175,14.027,10.1,26.6,24.1,20.3,41,17.879,38,9,5,15,1,1
5610,1,0.3,24,12,0.014,0,0,0,0.15,0.047,10,0.1,0.97,0.15,0.07,3.085,18.3,30.3,28.6,23.1,41,6.73,35,3,4,14,1,1
5611,2,0.8,36,12,0.027,0,0,0,3.73,0.076,6,0.15,0.915,0.367,0.07,7.143,12.8,35.2,66,58.7,57,24.629,45,3,5,10,1,1
5612,2,0.8,36,12,0.027,0,0,0,0.208,0.08,26,0.12,1.663,0.31,0.105,12.834,7.4,33.7,42.8,36.4,19,4.022,35,2,3.5,13.5,1,1
5613,1,0.4,24,12,0.019,0.3,0,0.019,0.1,0.05,19,0.1,0.93,0.1,0.07,3.85,15.6,38,41.7,34.5,38,4.56,27,2,4,14,1,1
5614,2,0.3,24,12,0.014,0.2,0.058,0.01,0.316,0.035,8,0.05,0.401,0.066,0.004,3.541,11.9,68.4,77.4,43.2,34,1.09,39,2,0,8,1,0
5615,2,0.5,24,12,0.024,0,0,0,0.191,0.082,6,0.1,0.651,0.379,0.092,6.649,14.8,29.1,53.3,40.7,49,7.978,41,7,5,15.5,1,1
5616,2,0.5,24,12,0.024,0,0,0,0.085,0.085,10,0.1,1.682,0.712,0.11,5.705,17.9,27.9,21.9,20.3,47,14.184,37,10,3,15,1,1
5617,2,0.8,36,12,0.027,0,0,0,0.616,0.091,9,0.15,1.692,1.022,0.35,9.945,10.9,29.6,33.9,25.6,30,5.118,37,2,2,13.5,1,1
5618,1,0.7,36,12,0.023,0.3,0,0.015,0.165,0.057,17,0.072,1.136,0.416,0.119,6.862,10,41,48.8,41.9,44,9.003,43,5,0,7.5,1,1
5619,2,0.6,36,12,0.02,0.154,0.054,0,0.22,0.057,4,0.05,1.2,0.08,0.05,5.13,13.4,35.1,48.8,51.1,43,4.866,45,6,4,13,1,1
5620,1,0.2,24,12,0.009,0,0,0,0.027,0.025,16,0.05,0.463,0.242,0.065,2.889,10.2,38.6,31.2,27.9,38,2.822,34,2,4,11.5,1,1
5621,2,0.3,24,12,0.014,0,0,0,0.175,0.099,10,0.22,1.1,0.12,0.06,6.7,17.8,14.4,25.9,19.3,26,1.98,30,7,4,14.5,1,1
5623,2,0.8,9,12,0.008,1.4,1.4,0,4.525,0.117,14,0.05,5.104,1.159,0.423,18.721,7.5,6.9,13.7,21.1,47,9.562,48,7,2,15,0,0
5624,2,0.8,24,12,0.038,0,0,0,0.39,0.165,20,0.1,4.555,2.906,0.4,19.205,10.3,23,11.3,10.6,57,68.596,36,21,5,15,1,1
5625,2,0.5,24,12,0.024,0,0,0,0.205,0.057,12,0.053,0.847,0.392,0.064,5.527,12.5,41.3,42.5,34.9,52,4.38,38,5,5,14.5,1,1
5626,1,0.6,36,13,0.02,0.3,0,0.015,0.13,0.076,5,0.2,1.047,0.058,0.049,4.846,18.7,27,56.8,43.3,36,1.645,36,1,3,14,1,1
5627,1,0.4,24,12,0.019,0,0,0,0.077,0.05,4,0.085,1.009,0.143,0.089,5.73,10.5,37.8,37.6,32.7,31,2.28,30,1,4,13.5,1,1
5628,2,0.5,24,12,0.024,0,0,0,0.272,0.059,5,0.07,0.964,0.193,0.053,4.873,14.5,40.2,45.3,34.6,25,6.364,33,9,3,13.5,1,1
5629,2,0.2,24,12,0.009,0,0,0,0,0,0,0.08,1.17,0.665,0.12,4.655,11.2,21.9,11.7,11.1,42,4.93,35,7,4,11.5,1,1
5630,1,0.3,24,15,0.015,0,0,0,0.13,0.061,6,0.08,1.4,0.13,0.09,4.05,18,24.2,20.8,18.2,37,2.42,46,1,4,15,1,1
5631,1,0.5,24,12,0.024,0,0,0,0.95,0.077,20,0.18,1.25,0.425,0.21,9.78,9.4,31,34.1,19.3,32,15.505,40,9,3.5,14.5,1,1
5632,2,0.8,24,12,0.038,0,0,0,0.32,0.086,9,0.2,2.991,3.325,0.625,9.885,10.5,44.1,14.1,12.9,48,5.562,46,7,3,15,1,1
5633,2,0.8,36,12,0.027,0,0,0,9.505,0.24,5,0.225,3.745,1.079,0.375,25.386,11.4,11.2,18,5.6,28,14.929,33,15,3,14.5,1,1
5634,1,0.8,36,12,0.027,0,0,0,0.383,0.062,27,0.1,1.615,0.278,0.037,7.079,10.4,43.5,43.1,34.2,45,2.834,40,2,3,15,1,1
5635,1,0.3,24,12,0.014,0,0,0,0.238,0.025,5,0.043,0.469,0.203,0.052,3.806,7.9,56.8,48.5,33.4,48,5.642,40,2,0,6,1,1
5636,1,0.7,36,12,0.023,0.35,0.134,0,0.115,0.089,14,0.4,1.011,0.399,0.245,6.731,15.8,26.4,60.1,41.7,44,3.674,36,4,3,15,1,1
5637,1,0.4,24,12,0.019,0,0,0,0.04,0.035,7,0.2,0.5,0.2,0.04,3.6,11.7,54,60.6,44.4,29,5.48,35,5,3,12,1,1
5639,2,0.5,24,12,0.024,0,0,0,0.545,0.089,10,0.2,1.072,0.08,0.075,6.682,16.1,26.6,46.4,27.4,36,2.17,31,3,3,15,1,1
5640,2,0.3,24,12,0.014,0,0,0,0.238,0.022,11,0.043,0.469,0.203,0.052,3.806,7,64.5,48.5,33.4,34,5.942,33,3,3,13,1,1
5641,1,0.5,24,12,0.024,0,0,0,0.112,0.05,10,0.026,0.726,0.154,0.031,5.231,11.4,47.9,58.9,50.7,63,3.6,43,4,4,14,1,1
5642,1,0.7,36,12,0.023,0,0,0,0.187,0.06,9,0.124,1.063,0.283,0.109,6.045,11.9,39.1,56.6,51.5,31,5.6,37,4,3,14.5,1,1
5643,1,0.6,36,12,0.02,0,0,0,0.227,0.049,19,0.124,0.91,0.331,0.091,6.436,9.1,41.3,52.2,40,49,4.8,36,3,4,14,0,0
5646,2,0.5,24,12,0.024,0,0,0,0.445,0.064,7,0.35,0.939,0.625,0.075,8.178,9.4,37.1,33.6,21.9,28,12.75,40,24,3,14.5,1,1
5647,2,0.6,36,12,0.02,0,0,0,0.04,0.065,8,0.07,1.528,0.871,0.098,7.299,10.8,3.1,2.6,2.5,36,7.158,35,5,4,15,0,0
5648,2,0.5,24,12,0.024,0,0,0,0.24,0.065,8,0.03,0.907,0.575,0.15,6.648,11.6,36.8,37.6,31.2,30,2.395,41,2,3,14.5,1,1
5649,2,0.8,36,9,0.026,0.8,0,0.026,0.886,0.091,7,2,2.28,1.55,0.49,14.2,7.7,28.2,24,12.9,41,18.09,47,49,4,16,1,1
5650,2,0.8,36,12,0.027,0,0,0,0.195,0.058,5,0.08,1.21,0.178,0,6.17,11.2,46.4,57.7,48.1,29,2.201,44,4,3,13.5,1,1
5651,2,0.5,24,12,0.024,0,0,0,0.3,0.093,6,0.1,3.8,1.208,0.646,10.2,10.9,25.6,11.5,10.5,34,9.097,34,4,3,14.5,1,1
5652,1,0.4,24,12,0.019,0.1,0,0.01,0.295,0.049,19,0.2,0.655,0.153,0.101,3.961,15,68.4,70.8,41.6,34,5.481,31,3,4,13.5,0,0
5653,1,0.3,24,12,0.014,0,0,0,0.181,0.033,14,0.2,0.501,0.042,0.005,2.475,16,43.1,55.8,32.7,29,2.418,33,4,4,12.5,1,1
5654,1,0.7,36,12,0.023,0.4,0.137,0.02,1.586,0.078,6,0.08,0,0.165,0.045,2.245,41.9,29.9,583.3,39.2,33,1.949,33,2,0,6.5,1,1
5655,2,0.8,30,12,0.031,0.55,0.325,0.035,0.29,0.161,10,0.1,3.365,2.335,0.156,20.464,9.4,19.4,14.4,13.5,31,8.275,30,7,3,14.5,1,1
5657,2,0.8,30,12,0.031,1.6,1.382,0.066,0.324,0.24,14,0.05,4.278,1.622,0.27,19.983,14.4,40.6,14.2,36.3,46,10.218,39,14,4,15,1,1
5658,2,0.6,36,12,0.02,0,0,0,0.3,0.06,5,0.145,0.99,0.115,0.05,7.414,9.7,33.5,56.9,40,40,18.957,35,4,5,14,1,1
5659,2,0.8,36,12,0.027,0,0,0,0.008,0.297,7,0.1,2.753,2.066,0.21,26.742,13.3,9,17.4,17,48,5.95,35,16,4,15,1,1
5660,2,0.8,36,12,0.027,0,0,0,0.227,0.094,7,0.2,1.445,0.653,0.104,14.965,7.6,28.3,40.1,33,43,2.32,38,11,3,15,1,1
5661,2,0.8,36,16,0.028,0.5,0.177,0.018,0.66,0.089,4,0.2,1.875,0.144,0,9.268,11.5,32,39.6,27.8,30,2.96,43,2,3,14,1,1
5662,2,0.6,18,12,0.037,0,0,0,0.56,0.138,0,0.11,2.378,0.97,0.35,16.05,10.3,26.7,20,16.4,40,10.518,37,10,4,13,0,0
5663,2,0.5,24,12,0.024,0,0,0,0.257,0.055,5,0.05,0.815,0.594,0.19,6.758,9.7,43.5,41,32.8,32,1.9,35,2,2,12.5,1,1
5664,1,0.2,24,12,0.009,0,0,0,0.15,0.027,5,0.08,0.514,0.167,0.129,2.4,13.6,35,36.2,25.6,21,3.132,40,4,3,11,1,1
5665,1,0.5,24,9,0.023,0,0,0,0.11,0.065,6,0.175,0.925,1.885,0.475,8,9.8,35.4,21.4,19.1,32,4.22,43,5,3,14.5,1,1
5666,1,0.2,24,12,0.009,0,0,0,0.08,0.033,8,0.15,0.8,0.3,0.078,2.8,14,29.1,19.6,16,44,4.382,40,3,4,13.5,1,0
5667,1,0.5,36,12,0.017,0,0,0,0.25,0.048,14,0.18,1.225,0.147,0.085,7.71,7.4,35.2,38.9,29.1,33,3.552,45,3,3,13.5,1,1
5668,2,0.8,36,12,0.027,0,0,0,2.93,0.13,12,0.25,1.898,0.353,0.02,12.565,12.4,20.6,35.9,14.8,44,24.135,33,10,5,15,1,1
5669,2,0.8,36,12,0.027,0,0,0,0.555,0.067,8,0.096,0.922,0.68,0.1,9.502,8.4,40.3,53.3,37.2,25,6.069,39,5,3.5,14.5,1,0
5670,1,0.8,36,12,0.027,0,0,0,0.225,0.161,34,0.2,2.686,0.368,0,15.212,12.7,16.7,26.2,23,41,0.006,37,2,4,14,1,1
5672,2,0.8,36,12,0.027,0,0,0,1.76,0.079,19,0.1,1.746,0.145,0.075,8.019,11.8,34,44.1,21.8,36,8.966,30,4,4,15,1,1
5673,2,0.8,18,12,0.049,0.6,0.109,0.037,0.35,0.081,1820,0.1,1.208,0.22,0.08,10,9.8,60.5,59.4,44.5,35,2.769,36,12,4,15,1,1
5674,2,0.4,24,12,0.019,0,0,0,0.2,0.027,18,0.045,1.198,0.299,0.15,4.109,8,69.5,29.7,25.1,35,6.158,35,1,5,12,1,1
5675,2,0.6,36,12,0.02,0,0,0,0.515,0.115,10,0.055,2.265,0.55,0.275,8.265,16.7,17.5,23.6,19.3,35,2.85,35,4,4,15,1,1
5676,2,0.8,36,12,0.027,0,0,0,0.009,0.087,10,0.2,1.113,0.18,0.045,9.25,10.6,32.8,64.1,54.9,31,8.047,44,4,0,4.5,1,1
5677,2,0.8,36,12,0.027,0.3,0.157,0.028,1.8,0.092,8,0.35,1.43,0.81,3.57,18,6.1,59.1,-60.2,116.7,27,5.089,47,10,3,15,0,0
5678,2,0.8,36,12,0.027,1.5,1.5,0,0.58,0.23,14,0.2,3.511,0.086,0,14.713,18.8,11.6,22.2,52.6,40,7.284,32,8,0,7.5,1,1
5679,2,0.4,24,12,0.019,0.2,0.098,0.01,0.14,0.037,8,0.05,0.55,0.04,0.02,2.5,17.6,51.7,70.2,52.6,41,4.652,33,4,4,14.5,1,1
5680,2,0.2,24,12,0.009,0,0,0,0.123,0.058,7,0.125,0.566,0.064,0.05,5.81,12,16.3,34.5,24.2,23,1.93,34,2,4,13,1,1
5681,2,0.8,36,12,0.027,0.8,0.329,0.028,0.55,0.112,9,0.2,1.733,0.859,0.165,9.974,13.5,48.6,47.7,36.4,49,5.1,36,4,2,16,1,1
5682,2,0.8,30,12,0.008,0,0,0,0.91,0.134,8,0.15,2.05,2.2,0.1,20.419,7.9,6,19.3,15.4,34,8.96,28,11,4,15.5,1,1
5683,1,0.8,36,12,0.027,0.5,0,0.025,0.082,0.065,11,0.285,2.415,1.381,0.344,15.591,5,41.2,23.2,21,34,6.933,36,2,2,7.5,1,1
5684,1,0.6,36,12,0.02,0,0,0,0.128,0.057,17,0.179,1.597,0.817,0.242,9.986,6.9,35.1,27.6,24.2,33,6.294,37,4,3,14.5,1,1
5685,1,0.7,36,12,0.023,0,0,0,0.084,0.063,12,0.096,1.481,0.901,0.327,7.716,9.7,37.5,34.1,31.3,47,60.906,39,3,3,15.5,1,1
5686,1,0.3,24,12,0.014,0,0,0,0.128,0.036,7,0.2,1.145,0.612,0.085,9.266,4.7,39.1,17.9,15,27,2.079,28,2,4,13,1,1
5687,2,0.3,24,12,0.014,0,0,0,1.065,0.234,16,0.275,5.065,0.22,0.395,22.194,12.7,6.1,6.1,4.8,46,41.405,39,3,3,15,1,1
5688,2,0.6,36,12,0.02,0,0,0,0.053,0.054,10,0.15,1.5,0.08,0.025,6.252,10.3,37.5,38.6,34.1,27,4.54,33,4,4,14,1,1
5689,1,0.3,24,12,0.014,0,0,0,0.188,0.036,7,0.019,0.405,0.194,0.021,4.217,10.2,39.9,52,38.2,45,3.411,35,3,4,14.5,1,1
5690,2,0.8,36,12,0.027,0,0,0,1.425,0.389,3,0.3,7.177,1.997,2.245,97.01,4.8,6.9,11.6,9.2,41,20.579,45,11,2,14,1,1
5691,2,0.8,30,9,0.03,0,0,0,0.34,0.31,11,0.1,4.793,2.795,1.5,21.585,17.2,9.7,13.1,12.3,40,13.5,38,10,4,15,1,1
5692,2,0.4,24,12,0.019,0,0,0,0.216,0.062,7,0.08,0.657,0.202,0.049,5.423,13.7,30.6,49.4,36.2,29,9.429,36,5,3,14,1,1
5693,2,0.8,36,12,0.027,0.8,0.267,0.028,1.16,0.119,11,0.3,2.35,1.28,0.05,11.305,12.6,45.8,29.8,21.2,38,25.092,39,12,5,15,1,1
5694,1,0.8,36,12,0.027,0,0,0,0.8,0.191,16,0.13,5.511,2.05,0.85,19.35,11.9,14,11.9,10.5,35,38.183,45,15,4,15,1,1
5695,1,0.2,18,12,0.012,0,0,0,0.143,0.047,25,0.095,0.318,0.117,0.001,4.12,13.5,26.5,46.1,29.8,29,1.48,39,4,3,11,1,1
5696,2,0.5,24,12,0.024,0.5,0.3,0.005,0.2,0.042,6,0.02,1.76,0.002,0.081,4.479,11.3,56.5,29.7,26.3,34,1.895,37,2,3,13.5,0,0
5697,2,0.5,24,12,0.024,0,0,0,0.285,0.08,5,0.05,0.889,0.41,0.055,8.269,9.7,35.7,40.2,31.7,41,4.97,36,7,0,7.5,1,1
5698,1,0.3,6,12,0.003,0.2,0.136,0.01,0.29,0.07,5,0.05,0.493,0.245,0.07,7.878,10.6,18.4,65.3,43.3,39,1.702,23,1,0,7.5,0,0
5699,1,0.6,24,12,0.028,0,0,0,3.795,0.086,4,0.15,1.67,0.734,0.209,5.678,18.2,33.2,27.3,9.8,33,3.2,29,1,4,13.5,0,0
5700,2,0.7,36,12,0.023,0.35,0.188,0.023,0.159,0.072,16,0.1,0.944,0.395,0.233,8.464,10.2,32.7,63.3,51.3,36,2.287,37,2,3,15,1,1
5701,1,0.5,24,12,0.024,0,0,0,0.083,0.066,23,0.105,2.077,1.314,0.47,9.985,8,35.9,17.1,16.1,35,5.972,37,5,4,14,1,1
5703,1,0.7,36,12,0.023,0.5,0.111,0.023,0.04,0.086,11,0.04,1.2,0.25,0,8.625,11.9,27.4,48.3,45.8,35,11.193,37,4,0,7.5,1,1
5704,2,0.3,24,12,0.014,0.43,0.427,0,0.84,0.045,19,0.05,1.2,0.12,0.08,4.5,12.1,31.4,24.2,14.1,49,13.09,44,6,5,14,1,1
