SRL_NO,AGENTBOOTH_BRANCH,REQ_LIMIT,LOAN_TENOR,INTEREST_RATE,PROPOSED_EMI,EXISTING_LOAN,OUTSTANDING_AMOUNT,EXT_LOAN_EMI,BUS_ASSETS,MONTHLY_INCOME,BUSINESS_AGE,CASH_IN_HAND,STOCK,RECEIVABLE,PAYABLE,YEARLY_SALES,NET_PROFIT_MARGIN,DEBT_BUR_RATIO,LOAN_TO_PRICE,DEBT_EQU_RATIO,OWNER_AGE,OWNER_PNW,GUARANTOR_AGE,GUARANTOR_PNW,ELIGIBILITY_PART1,ELIGIBILITY_PART2,CIB_STATUS,APPROVED
"1,886",1,0.200,24,8.500,0.009,0,0,0,0.012,0.032,19,0.05,0.338,0.049,0.002,1.388,28,28.1,51.9,44.7,44,1.25,53,124,5,13.500,1,1
"1,887",1,0.800,36,14,0.027,0,0,0,0,0.118,22,0.2,2.374,0.486,0.289,12.165,11.6,23.2,31.1,28.9,54,7.145,40,10,4,12.500,1,1
"1,888",2,0.500,24,15,0.024,0,0,0,0.66,0.115,22,0.05,1.295,0.933,0.382,19.987,6.9,21.1,27.1,19.6,21,0,43,30,4,12,1,0
"1,889",2,0.800,24,15,0.039,4.8,4,0,0.491,0.216,21,0.1,1.694,0.283,0.195,11.164,23.2,18,44.9,202.3,52,15.332,49,6,4,15,1,0
"1,890",2,0.800,9,15,0.01,3,2.898,0,0.44,0.158,9,0.1,4.975,2.449,0.666,20.686,9.1,6.3,11.8,50.7,30,11.252,44,14,4,14.500,1,1
"1,891",2,0.800,24,15,0.039,0,0,0,3,0.318,2,0.7,0,0,0,7.2,52.9,12.2,0,21.6,44,48.7,41,8,5,14,0,0
"1,892",1,0.500,24,15,0.024,0,0,0,0.3,0.085,13,0.05,1.739,0.104,0,8.5,11.3,30.3,27.1,22.8,32,11.514,28,9,4,12.500,1,1
"1,893",1,0.700,36,14,0.024,0,0,0,0.14,0.09,9,0.05,1.806,0.054,0,9.5,11.4,26.7,26.9,24.4,33,5.003,30,8,4,14.500,1,1
"1,894",1,0.500,24,14,0.024,0,0,0,0.1,0.09,31,0.05,2.59,0.093,0,12.5,8.6,26.7,18.6,17.7,44,9.682,35,20,5,13.500,1,1
"1,895",1,0.300,24,14,0.014,0,0,0,0.215,0.068,14,0.2,1.344,0.08,0.02,9.5,8.6,21.1,21.4,18.7,30,4.243,28,3,5,14.500,1,1
"1,896",1,0.500,24,14,0.024,0,0,0,0.3,0.098,7,0.05,1.83,0.1,0.02,9.2,12.7,24.6,26.2,22.1,57,6.66,45,4,4,14.500,1,1
"1,897",1,0.400,24,14,0.019,0,0,0,0.21,0.036,7,0.05,1.354,0.07,0.041,4.26,10.2,53,28.9,24.3,32,0,43,4,4,13,1,1
"1,898",1,0.800,36,14,0.027,0,0,0,0.45,0.063,13,0.05,1.755,0.054,0.036,7.201,10.5,43.6,45.1,35.2,30,8.372,36,10,3,14.500,1,1
"1,899",1,0.800,36,14,0.027,0,0,0,0.4,0.06,5,0.1,2.526,0.58,0.175,9.553,7.5,45.9,27.3,23.3,38,4.281,39,4,4,14,1,1
"1,902",1,0.300,24,14,0.014,0,0,0,0.495,0.057,13,0.1,0,0.05,0,4.447,15.4,25.2,600,46.5,46,6.7,37,6,4.500,15.500,1,1
"1,904",1,0.300,24,8.500,0.014,0,0,0,0.015,0.03,20,0.025,0.449,0.074,0.002,1.327,27.3,45.2,57.7,53.6,46,1.284,58,13,5,13.500,1,1
"1,905",1,0.400,36,8.500,0.013,0,0,0,0.015,0.034,14,0.036,0.507,0.063,0.002,1.418,28.6,37.3,70.5,64.7,47,1.32,51,13,5,13.500,1,1
"1,906",1,0.500,36,8.500,0.016,0,0,0,0.015,0.035,21,0.025,0.648,0.074,0.002,1.508,28.1,44.7,69.5,65.8,45,1.133,48,118,4,14,1,1
"1,907",1,0.500,36,8.500,0.016,0,0,0,0.015,0.037,19,0.025,0.708,0.085,0.002,1.521,29.2,42.6,63.2,60.2,30,1.655,56,2,5,13,1,1
"1,908",1,0.500,36,8.500,0.016,0,0,0,0.015,0.038,20,0.05,0.629,0.065,0.002,1.551,29.1,42,72.2,66,38,1.158,51,117,5,14,1,1
"1,909",1,0.500,36,8.500,0.016,0,0,0,0.015,0.035,20,0.035,0.819,0.055,0.002,1.451,28.6,45.6,57.3,54.2,44,1.653,49,118,5,14.500,1,1
"1,910",1,0.200,24,8.500,0.009,0,0,0,0.015,0.033,21,0.025,0.469,0.085,0.002,1.381,28.8,27.5,36.2,33.8,42,1.916,54,6,5,13.500,1,1
"1,911",1,0.500,36,8.500,0.016,0,0,0,0.012,0.044,14,0.025,0.638,0.071,0.002,1.695,31.2,35.8,70.7,67.2,29,8.083,51,6,4.500,13,1,1
"1,912",1,0.500,36,8.500,0.016,0,0,0,0.015,0.035,23,0.025,0.648,0.074,0.002,1.508,28.1,44.7,69.5,65.8,41,1.583,58,13,5,13.500,1,1
"1,913",2,0.600,24,13.500,0.029,0.8,0.491,0.014,0.6,0.104,21,1.2,2.741,0.597,0.212,11.228,11.1,41.5,19.2,22.2,42,6.49,37,2,4,15,1,1
"1,914",2,0.500,24,9,0.023,0,0,0,1.01,0.12,7,0.15,1.092,1.36,0.23,8.341,17.3,19,22.5,14.8,30,5.481,38,3,4,16,1,1
"1,915",2,0.200,24,14,0.01,0.35,0.213,0.018,0.172,0.069,14,0.3,0.884,0.45,0.222,6.72,12.3,24.4,31.5,22.1,55,4.397,34,2,4,14,1,1
"1,916",1,0.400,24,15,0.019,0,0,0,0.122,0.041,9,0.08,0.535,0.07,0.02,3.532,14,47,68.4,50.8,39,3.479,42,4,4,15.500,1,1
"1,918",2,0.300,24,15,0.015,0,0,0,0.18,0.04,7,0.254,0.5,0.085,0.042,4.36,11,36.4,55.3,30.7,42,2.778,31,2,3,9.500,1,1
"1,919",1,0.200,24,15,0.01,0,0,0,0.089,0.052,5,0.12,0.395,0.084,0.016,3.51,18.6,17.8,43.1,29.7,27,3.197,29,2,4,13.500,1,1
"1,920",2,0.500,3,15,0.006,0.4,0.213,0.019,0.143,0.075,0,0.1,0.85,0.5,0.14,5.267,17.1,34.2,58.9,49.1,41,7.33,40,4,3,13,1,1
"1,922",1,0.200,24,14,0.01,0,0,0,0,0.062,15,0.1,0.854,0.2,0.078,6.176,12.1,15.4,20.5,18.6,31,3.796,34,1,3,10.500,1,1
"1,923",2,0.550,36,15,0.019,0,0,0,0.302,0.092,12,0.5,2,0.337,0.079,11.5,9.6,20.7,24.4,18,45,8.407,38,3,4,15.500,1,1
"1,924",1,0.150,18,15,0.009,0,0,0,0.1,0.041,9,0.025,0.23,0.052,0,3.7,13.4,22.6,53.2,36.9,34,0.752,39,1,3,12,1,1
"1,925",2,0.200,24,14,0.01,0,0,0,0.507,0.02,22,0.05,0.358,0.037,0.018,1.93,12.4,48.2,53,21.4,53,28.98,32,1,4,14.500,0,0
"1,926",2,0.800,36,15,0.028,0,0,0,0.43,0.116,9,0.05,1.126,0.893,0.309,15.943,8.7,24,46.8,45.5,39,14.15,59,17,2,14.500,1,1
"1,927",2,0.800,36,15,0.028,0.5,0,0,0.102,0.059,17,0.055,0.975,0.415,0.077,6.758,10.5,46.9,61,54.5,61,2.731,37,2,4,14.500,1,1
"1,928",1,0.600,24,15,0.029,0,0,0,0.4,0.06,7,0.1,0.7,1.095,0.14,9.4,8.3,44.8,36.3,27.8,19,5.155,56,3,5,14,0,0
"1,929",2,0.800,36,15,0.028,0.5,2.79,0,0.705,0.061,15,0.1,1.205,0.807,0.11,10.565,7,45.1,43.9,30.8,53,11.829,40,4,5,14.500,1,1
"1,930",2,0.800,24,15,0.039,0.7,0.489,0.045,0.562,0.219,17,0.2,1.91,1.26,0.174,13.049,20.1,38.3,26.7,34.3,31,10.816,41,7,5,14.500,1,1
"1,931",2,0.800,36,15,0.028,0,0,0,0.136,0.084,11,0.15,2.47,0.102,0.001,26.723,3.8,33.1,31.1,28,30,6.4,41,10,4,13.500,1,1
"1,932",2,0.600,36,15,0.021,0,0,0,0.2,0.051,13,0.15,2.04,1.25,0.45,22.85,2.7,41.2,21.1,18.8,34,4.14,32,5,4,14.500,1,1
"1,933",2,0.300,24,15,0.015,0,0,0,0.21,0.095,5,0.1,1.24,0.18,0.07,8.292,13.7,15.4,22.2,18.1,37,6.1,31,6,3,11.500,1,1
"1,934",2,0.800,24,15,0.039,0,0,0,0.48,0.111,4,0.2,2.73,0.12,0.105,10.425,12.8,34.8,29.1,23.4,29,5.5,35,3,3.500,11.500,1,1
"1,935",1,0.500,24,15,0.024,0,0,0,0.45,0.072,7,0.135,0.85,0.25,0.055,7.75,11.1,33.7,47.9,30.7,33,4.4,33,3,3,15,1,1
"1,936",1,0.300,24,15,0.015,0,0,0,0.55,0.053,6,0.1,0.68,0.119,0.1,5.9,10.9,27.2,42.9,22.2,27,5.25,34,3,4,13,1,1
"1,937",2,0.200,24,15,0.01,0,0,0,0.105,0.021,7,0.08,0.454,0.055,0,3.1,8.2,45.8,39.3,28.8,42,4.298,39,3,4,13.500,1,1
"1,941",2,0.800,9,15,0.01,0.5,0.154,0.025,0.27,0.145,11,0.05,2.116,1.456,0.5,13.634,12.7,23.8,31.1,28.1,45,10.346,44,15,3,15,1,1
"1,943",2,0.500,24,9,0.023,0,0,0,1.25,0.322,7,0.1,2.95,3.101,0.67,19.283,20,7.1,9.3,7.4,34,9.305,39,8,4,15.500,1,1
"1,944",2,0.400,36,8.500,0.013,0,0,0,0.591,0.042,9,0.01,0.427,0.144,0.002,1.865,27.1,30,70.3,34.2,25,1.187,34,152,3,14.500,0,0
"1,945",2,0.500,24,15,0.024,0,0,0,0.246,0.048,4,0.045,0.865,0.303,0.177,5.576,10.3,50.7,50.5,39,35,2.802,38,4,4,12.500,0,0
"1,946",2,0.400,24,15,0.019,0,0,0,0.17,0.06,14,0.1,0.61,0.223,0.105,3.791,18.8,32.6,54.9,40.1,56,14.503,41,3,5,15,1,1
"1,947",1,0.200,24,15,0.01,0,0,0,0.156,0.04,12,0.038,0.761,0.104,0.05,4.583,10.4,24.3,24.5,19.8,39,3.63,36,1,4,11.500,1,1
"1,948",2,0.800,36,15,0.028,2,0,0,0.05,0.216,19,0.4,3.1,3.46,1.03,38.587,6.7,12.9,14.5,13.4,53,13.075,42,9,4,15,0,0
"1,949",2,0.800,36,15,0.028,0,0,0,0.934,0.132,29,0.05,3.953,2.14,0.634,18.084,8.8,20.9,14.7,12.4,47,22.5,39,10,3,16,1,1
"1,950",2,0.400,24,15,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,951",2,0.400,24,15,0.019,0,0,0,0.154,0.042,8,0.04,0.65,0.068,0.017,4.897,10.4,45.9,57,53.9,44,6.552,43,4,4,15,1,1
"1,952",1,0.300,24,15,0.015,0,0,0,0.168,0.027,9,0.05,0.325,0.22,0.04,3.645,8.7,54.8,59.4,54.1,46,3.933,49,1,4,10,1,1
"1,953",1,0.250,24,15,0.012,0,0,0,0.445,0.018,0,0.05,0.321,0.235,0.03,2.583,8.6,65.6,47.5,24.5,33,5.655,32,1,4,11,1,1
"1,954",1,0.500,24,15,0.024,0,0,0,0.26,0.063,11,0.03,0.8,0.3,0.05,5,15,38.8,47.6,37.3,40,10.441,36,4,3,15,1,1
"1,955",2,0.500,24,9,0.023,0.7,0.052,0.026,1.995,0.325,12,0.3,2.75,3.225,1.22,19.283,20.2,15.1,11.6,7.8,40,7.101,34,5,4,16.500,1,1
"1,956",1,0.300,24,15,0.015,0.2,0.04,0.01,0.147,0.044,7,0.035,0.345,0.227,0,3.459,15.1,56.1,59.5,45.1,24,2.023,36,3,4,11.500,1,1
"1,957",2,0.400,24,15,0.019,0,0,0,0.14,0.042,22,0.05,0.653,0.174,0.025,5.255,9.5,46.6,49.9,40.3,57,9.701,46,3,5,11.500,1,1
"1,958",1,0,0,0,0,0,0,0,0.14,0,23,0.05,1.6,0,0,0,12,0,0,0,44,2.34,35,3,5,14.500,0,0
"1,959",2,0.200,24,14,0.01,0,0,0,0,0,0,0.035,0.358,0.037,0.018,1.93,12.4,48.2,53,21.8,53,0,28,1,1,0,0,0
"1,960",1,0.200,24,15,0.01,0,0,0,0.19,0.034,13,0.076,0.5,0.08,0.025,4.12,9.9,28.6,36.1,24.4,26,5.818,43,4,3,12.500,1,1
"1,961",2,0.300,24,15,0.015,0,0,0,0.145,0.028,19,0.05,0.652,0.168,0.02,3.955,8.4,52.9,37.5,30.2,31,5.305,46,3,5,11,1,1
"1,962",2,0.800,24,15,0.039,1,1,0,0.312,0.15,12,0.1,1.98,2.5,0.02,100,1.8,25.9,17.9,37,37,25,28,3,3,15,0,0
"1,963",2,0.500,24,14,0.024,0,0,0,0.085,0.06,7,0.035,0.574,0.994,0.009,11.058,6.5,39.8,32.1,29.8,38,2.441,42,9,4,12,1,1
"1,964",2,0.800,24,15,0.039,0,0.35,0,0.359,0.213,19,0.2,5.082,0.937,0.27,24.544,10.4,18.2,13.9,18.2,38,26.531,34,13,5,15.500,0,0
"1,965",2,0.800,13.500,15,0.012,0,0,0,0.15,0.107,9,0.05,1.16,0.896,0.296,15.971,8.6,24.4,45.4,40.8,37,10.15,42,9,2,15,1,1
"1,969",2,0.800,36,14,0.027,0,0,0,1.3,0.106,25,0.1,2.508,0.147,0,11.8,10.8,26.2,30.1,19.7,54,22.601,40,6,4,15,0,0
"1,970",2,0.800,36,15,0.028,0.3,0.127,0.019,0.239,0.086,6,0.1,1.62,0.32,0.1,5.338,19.2,54.9,43.5,42.5,25,2.842,44,2,3,13,1,1
"1,971",2,0.600,36,15,0.021,0.2,0,0.013,1.212,0.077,19,0.1,0.14,0.021,0.01,2.843,32.6,43.6,397.4,41,43,5.11,35,7,4,16.500,0,0
"1,972",2,0.500,36,15,0.017,0,0,0,0.237,0.056,5,0.1,1.048,0.109,0.01,17.642,3.8,31,43.6,33.7,40,2.373,39,2,3,14,1,1
"1,973",1,0.800,36,15,0.028,0.6,0.34,0,0.135,0.066,7,0.05,1.29,0.197,0.035,3.186,24.8,42.1,55.1,69.6,0,10.173,43,1,4,13,1,1
"1,974",1,0.500,18,15,0.031,0,0,0,0.2,0.079,13,0.05,0.86,0.176,0.055,6.7,14.2,39.4,51,40.6,38,4.031,34,2,4,15,1,1
"1,975",1,0.500,24,15,0.024,0.3,0.072,0.015,0.183,0.048,7,0.05,0.83,0.23,0.081,5.412,10.7,50.3,51.1,41.3,28,3.712,44,4,4,14.500,1,1
"1,976",1,0.400,24,14,0.019,0,0,0,0.2,0.044,31,0.1,1.268,0.048,0.047,4.672,11.4,43.3,31.5,25.5,49,10.469,40,4,4,13.500,1,1
"1,977",1,0.500,24,14,0.024,0,0,0,0.304,0.161,20,0.1,1.268,0.23,0.185,14.25,13.5,15,38.1,29.1,57,7.768,38,2,4,14.500,1,1
"1,978",1,0.400,24,14,0.019,0,0,0,0.43,0.035,11,0.05,0.91,0.07,0.041,3.76,11,55.7,42.6,28.2,38,8.769,32,3,4,15.500,1,1
"1,979",1,0.300,24,14,0.014,0,0,0,0.507,0.037,31,0.05,0.378,0.08,0.02,2.792,16,38.8,68.4,30.1,49,4.895,45,3,5,10,0,0
"1,982",1,0.600,36,15,0.021,1.4,1.059,0.02,0.048,0.076,9,0.05,2.14,0.248,0.081,5.712,16.1,53.1,26,69,41,2.453,42,3,4,11,1,1
"1,983",2,0.500,24,15,0.024,0,0,0,0.5,0.12,19,0.1,0.5,0.12,0.2,7.5,19.2,20.2,119.1,49,23,0.58,0,0,4,13,0,0
"1,985",2,0.200,24,15,0.01,0,0,0,0.068,0.021,5,0.022,0.28,0.152,0.014,3.203,8,45.3,47.8,39.4,37,1.567,33,3,4,12,1,1
"1,986",2,0.500,6,15,0.006,0,0,0,0.735,0.071,4,0.05,1.841,1.683,0.183,10.44,8.2,8.8,15,12.1,24,10.5,35,9,3,14,1,1
"1,987",2,0.800,36,15,0.028,0.4,0.071,0.02,0.275,0.078,10,0.1,0.907,0.412,0.115,6.635,14.1,60.8,72.4,55.2,40,8.5,41,5,4,14.500,1,1
"1,988",1,0.300,24,15,0.015,0,0,0,0.127,0.024,14,0.035,0.765,0.066,0.041,5.655,5.1,61.7,38,31.5,50,2.55,40,15,4,13.500,1,1
"1,989",1,0.800,36,15,0.028,1,0.175,0.035,0.223,0.061,7,0.05,1.44,0.57,0.12,6.573,11.2,101.7,42.3,45.1,48,3.738,49,3,5,15.500,1,1
"1,990",1,0.200,24,15,0.01,0,0,0,2,0.05,2,0.05,0.5,0.2,0.1,1.5,40,19.4,33.3,7.6,22,12,0,0,4,12,0,0
"1,991",1,0.500,24,16,0.025,0.2,0.102,0.009,2,0.025,2,0.125,0.45,0.078,0.049,1.25,24,133,104.4,23.1,33,2.5,34,4,2,5,0,0
"1,992",1,0.600,24,15,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1,993",1,0.400,24,15,0.019,0.25,0.109,0.016,0.18,0.069,0,0.02,0.68,0.175,0.05,5.5,15,51.6,49.7,50.7,31,3.706,36,4,3,12.500,1,1
"1,995",1,0.150,24,15,0.007,0,0,0,0.135,0.016,9,0.035,0.285,0.09,0.012,2.025,9.5,45.6,41.3,28.1,54,59.03,44,4,4,11,1,1
"1,996",1,0.500,24,15,0.024,0,0,0,0.151,0.05,5,0.1,0.501,0.294,0.075,4.851,12.3,48.9,69.4,51.5,40,4.928,34,2,4,11,1,1
"1,997",2,0.200,24,14,0.01,0.3,0.281,0.01,0.135,0.069,9,0.31,0.57,0.1,0.035,5.3,15.6,14.1,31.5,21.2,30,6.905,31,5,3,15,0,0
"1,998",2,0.600,24,15,0.029,0.4,0.4,0,0.301,0.103,14,0.1,1.281,0.255,0.084,6.604,18.7,28.3,41.3,54,27,7.626,27,5,4,15,1,1
"1,999",1,0.500,24,15,0.024,0,0,0,0.107,0.063,13,0.2,1.382,0.767,0.57,7.85,9.6,38.8,31.7,26.5,28,3.386,37,2,4,10.500,1,1
"2,000",1,0.500,24,15,0.024,0,0,0,0.2,0.15,10,0.05,1.5,0.5,0,12,15,16.2,25,23.3,55,6.27,38,2,5,13,1,1
"2,002",1,0.500,24,15,0.024,0,0,0,0.15,0.068,11,0.05,0.672,0.285,0.025,4.469,26.3,29.7,64.4,53,40,7.331,36,5,5,14.500,1,1
"2,003",1,0.400,24,15,0.019,0,0,0,0.664,0.131,7,0.075,1.925,0.103,0.042,3.864,40.7,14.8,20.2,14.7,33,3.399,37,1,4,14,1,1
"2,004",2,0.800,36,15,0.028,4,4,0,0.06,0.29,16,0.3,5.875,3.353,0.475,32.079,10.9,9.6,9.1,52.7,32,15.636,43,17,4,14,1,1
"2,007",1,0.500,24,15,0.024,0,0,0,0.05,0.062,7,0.15,1.051,0.418,0.284,8.65,8.5,39.4,42.2,36.1,27,0,38,2,4,14.500,1,1
"2,008",1,0.300,24,15,0.015,0,0,0,0.36,0.046,14,0.15,0.579,0.059,0.032,6.25,8.7,32,49.5,26.9,32,2.476,38,2,3,14,1,1
"2,012",2,0.600,24,15,0.029,0,0,0,0.221,0.074,19,0.1,1.127,0.242,0.137,5.837,15.2,39.4,48.7,38.7,48,10.141,37,6,4,15.500,1,1
"2,013",1,0.400,24,15,0.019,0,0,0,0.175,0.056,8,0.2,0.75,0.086,0,7.55,8.8,34.8,47.9,33,34,9.375,31,4,3,14.500,1,1
"2,014",2,0.400,24,15,0.019,1,1,0,0.24,0.075,12,0.1,1.865,0.26,0.04,9.125,9.9,25.9,19.2,57.7,32,2.6,30,8,3.500,14,1,1
"2,015",2,0.500,9,15,0.006,0,0,0,0.21,0.09,4,0.05,0.933,0.575,0.207,12.792,8.4,7,38.4,32,39,13.95,43,11,3,14,1,1
"2,016",1,0.800,36,14,0.027,0,0,0,0.817,0.093,6,0.08,1.386,1.019,0.259,21.829,5.1,29.4,37.3,26.3,31,6.27,31,8,4,15.500,1,1
"2,017",1,0.800,36,14,0.027,0,0,0,0.696,0.081,12,0.08,1.307,1.079,0.239,20.616,4.7,33.8,37.3,27.4,41,10.007,34,3,5,16.500,1,1
"2,018",2,0.300,24,14,0.014,0,0,0,0.35,0.06,9,0.3,0.845,0.065,0.042,6.68,10.8,24,34.6,19.8,37,0,30,3,4,15,1,1
"2,021",2,0.800,36,13.500,0.027,0,0,0,0.45,0.088,15,0.3,3.2,0.26,0.35,10.78,9.8,30.8,25.7,20.7,31,13.393,34,3,4,14.500,1,0
"2,023",2,0.500,36,8.500,0.016,0,0,0,0,0.065,5,0.1,1.264,0.465,0.11,6.396,12.2,24.4,30.9,29.1,33,1.7,35,2,4,12,1,1
"2,024",2,0.800,24,15,0.039,1.7,0.7,0,0.496,0.187,17,0.1,3.875,0.578,0.165,16.15,13.9,20.7,18.7,30.7,40,10.202,44,12,4,15.500,1,1
"2,025",2,0.800,9,15,0.01,0,0,0,0.235,0.088,8,0.05,1.158,0.713,0.108,10.355,10.2,11.4,45.4,39.1,41,10.1,39,10,3,13,1,1
"2,028",1,0.250,24,15,0.012,0,0,0,0.944,0.04,15,0.035,0,0.091,0.045,3.274,14.5,30.7,543.5,24.4,48,2.08,44,1,4,15,1,1
"2,030",2,0.500,24,15,0.024,0,0,0,0.31,0.074,5,0.05,1.368,0.75,0.32,10.405,8.6,32.6,27.8,23.2,24,6.2,36,27,2,12.500,1,1
"2,032",1,0.400,24,15,0.019,0,0,0,0.209,0.072,6,0.065,1.076,0.114,0.05,6.664,13,26.9,35.1,28.3,45,0.002,43,1,4,10.500,1,1
"2,033",1,0.250,24,15,0.012,0,0,0,0.15,0.033,5,0.08,0.406,0.037,0,4.45,8.8,37.3,56.5,37.2,35,3.073,35,2,4,12,1,1
"2,039",2,0.800,36,15,0.028,0,0,0,0.231,0.068,10,0.1,2.566,0.045,0.145,5.81,14.1,40.5,32.4,28.6,27,0.006,36,1,4,13.500,1,1
"2,041",2,0.600,36,15,0.021,0,0,0,5.907,0.092,13,0.4,1.35,1.105,1.28,9.135,12.1,22.8,51.1,8,41,26.537,33,5,4,15,1,1
"2,043",1,0.400,24,15,0.02,0,0,0,0.1,0.03,9,0.3,0.055,0.15,0.006,2.88,12.5,65.3,200.1,66.7,0,0,0,0,5,9,0,0
"2,044",1,0.800,24,14,0.038,0.8,0.8,0,0,0.118,6,0.1,3.436,0.532,0.25,12.165,11.6,32.7,21.5,41.9,31,1.996,38,2,4,14.500,1,1
"2,050",2,0.200,3,14,0.002,0,0,0,0.225,0.058,10,0.28,0.98,0.12,0.065,7.98,8.8,16.5,19.3,13,32,3.83,35,2,4,15,1,1
"2,051",1,0.200,24,15,0.01,0.2,0,0.01,0.121,0.016,7,0.09,0.3,0.05,0.003,1.725,11.4,59.1,57.6,45.8,59,3.076,44,3,4,13,1,1
"2,052",2,0.300,24,15,0.015,0,0,0,0.03,0.025,6,0.06,0.85,0.006,0.02,1.84,16.1,58.8,35.9,32.4,51,8.48,41,3,4,12,1,1
"2,053",2,0.800,36,9,0.025,0,0,0,0.195,0.057,6,0.1,1.816,0.254,0.06,3.888,17.7,0,0,0,44,3.894,37,9,3,13,1,1
"2,054",2,0.800,18,15,0.05,0,0,0,2.29,0.287,9,0.1,2.29,1.93,0.05,23.525,14.7,17.4,19.2,12.2,29,27.4,36,21,2,14,1,1
"2,055",1,0.800,30,15,0.032,0,0,0,0.33,0.101,12,0.05,1.5,0.3,0.045,8.1,15,31.8,45.6,37.5,56,12.167,35,6,3,14.500,1,1
"2,057",1,0.800,36,15,0.028,0,0,0,0.736,0.078,11,0.08,0.972,0.55,0.088,6.135,15.3,35.4,55.8,35.6,55,0.012,42,3,5,16,1,1
"2,058",2,0.800,36,15,0.028,0,0,0,1.42,0.138,11,0.4,3.15,0.577,0.41,10.79,15.4,20.1,24.1,15.6,36,16.702,38,6,3,15,1,1
"2,059",2,0.800,30,15,0.032,0.6,0,0,4.78,0.274,17,0.3,4.75,1.81,0.062,17.43,18.9,11.7,12.3,6.9,39,12.4,31,5,4,16,1,1
"2,060",2,0.800,36,15,0.028,0,0,0,5.655,0.207,12,0.2,5.146,4.496,2.901,41.585,6,13.4,11.9,6.4,31,17.432,34,8,4,15.500,1,1
"2,062",2,0.500,24,15,0.024,0,0,0,0.136,0.058,5,0.05,0.875,0.465,0.12,6.072,11.5,41.6,41,35.6,28,1.65,42,7,3,11,1,1
"2,063",2,0.600,24,15,0.029,0,0,0,0.201,0.09,9,0.15,1.38,0.235,0.09,5.915,18.2,32.4,39.4,32,40,8.014,33,5,4,15.500,1,1
"2,065",2,0.800,24,15,0.039,0,0,0,0.031,0.133,19,0.35,3.413,0.24,0.067,11.8,13.6,29.1,22.3,20.2,44,13.5,36,4,5,15,1,1
"2,068",2,0.800,36,15,0.028,0.8,0.285,0.028,0.358,0.141,28,0.15,3.27,0.276,0.27,35.349,4.8,39.6,33.1,28.7,47,21.155,50,17,4,15,1,1
"2,070",2,0.600,24,10,0.028,0,0,0,0.5,0.11,7,0.12,0.35,0.12,0,4.972,26.6,25.2,127.7,55.1,41,0.14,52,1,4,15,0,0
"2,071",2,0.400,24,15,0.019,0,0,0,0.144,0.065,6,0.084,0.705,0.133,0.08,4.305,18.1,29.8,52.8,40.6,38,7.557,39,16,4,15.500,1,1
"2,072",1,0.500,24,15,0.024,1.1,0.931,0.015,0.04,0.122,14,0.08,0.73,1.5,0.08,18.3,8,32.3,23.3,63,33,9.344,32,5,4,14.500,1,1
"2,073",2,0.800,30,15,0.032,0,0,0,1.665,0.17,10,0.1,2.935,1.78,0.338,18.677,10.9,18.9,18.3,13,37,10.6,38,5,3,16,1,1
"2,074",2,0.800,24,14,0.038,0,0,0,0.173,0.115,18,0.1,1.807,1.55,0.72,12.353,11.1,33.5,30.3,27.5,57,10.6,44,6,3,15,1,1
"2,075",1,0.700,36,15,0.024,0,0,0,0.127,0.04,11,0.025,1.35,0.056,0.04,7.33,6.6,60.7,51.2,46.1,41,0.546,34,2,4,14,0,0
"2,077",2,0.200,18,15,0.013,0,0,0,0.103,0.025,11,0.038,0.585,0.102,0.03,5.92,5,51.5,30.4,25.1,55,2.492,42,2,4,13.500,1,1
"2,080",2,0.800,16.500,15,0.014,2,1.9,0,2.845,0.178,10,0.05,1.83,2.35,0.5,20.465,10.5,15.6,21.7,41.1,35,12.535,39,12,3,16,1,1
"2,081",1,0.800,36,15,0.028,1.5,1,0,0.016,0.074,11,0.055,1.477,0.36,0.133,12.375,7.2,37.8,47,101.5,0,0,0,0,0,0,0,0
"2,082",2,0.800,36,15,0.028,2.1,1.215,0.059,1.23,0.453,18,0.2,10.5,2.545,0.312,31.305,17.3,12.5,6.3,5.7,45,57.475,38,27,4,14.500,1,1
"2,084",2,0.350,24,15,0.017,0.2,0.122,0,0.17,0.072,7,0.2,1.15,0.22,0.09,6.44,13.5,26.9,40.8,31.6,47,4.108,43,47,4,16,1,1
"2,085",1,0.150,24,15,0.007,0,0,0,0.151,0.014,12,0.05,0.44,0.198,0.05,2.572,6.6,51.4,25.5,19,43,7.147,46,5,4,12.500,1,1
"2,086",2,0.150,24,14,0.007,0,0,0,0.11,0.043,8,0.165,0.37,0.075,0.042,4.06,12.7,17,37.2,22.1,38,2.949,34,2,4,13.500,0,0
"2,087",1,0.400,24,15,0.019,0,0,0,0.221,0.044,7,0.05,0.92,0.269,0.096,5.801,9.1,44.2,36.6,35,43,4.959,29,3,5,13,1,1
"2,088",2,0.300,24,15,0.015,0,0,0,0.187,0.04,4,0.1,0.411,0.124,0.045,3.665,13.3,36,61.2,38.6,24,6.199,30,5,4,11.500,1,1
"2,089",1,0.800,36,15,0.028,0.145,0.145,0,0.155,0.091,10,0.15,1.55,0.53,0.21,9.95,11,30.3,42.8,43.5,40,9.6,41,8,3,15.500,1,1
